Frequent 0-itemsets:
itemset (occurrence)
{} (8124)
Frequent 1-itemsets:
itemset (occurrence)
116 (3148)
6 (3152)
10 (3244)
23 (3376)
52 (3516)
28 (3528)
3 (3656)
56 (3776)
1 (3916)
93 (3968)
110 (4040)
2 (4208)
76 (4384)
67 (4464)
53 (4608)
24 (4748)
63 (4936)
59 (5176)
39 (5612)
36 (6812)
90 (7488)
34 (7914)
86 (7924)
85 (8124)
Frequent 2-itemsets:
itemset (occurrence)
93 ==> 59 34 (0.875, 3472)
59 ==> 93 34 (0.670788, 3472)
93 ==> 59 34 86 (0.875, 3472)
59 ==> 93 34 86 (0.670788, 3472)
93 ==> 59 34 86 85 (0.875, 3472)
59 ==> 93 34 86 85 (0.670788, 3472)
93 ==> 59 34 85 (0.875, 3472)
59 ==> 93 34 85 (0.670788, 3472)
93 ==> 59 86 (0.875, 3472)
59 ==> 93 86 (0.670788, 3472)
93 ==> 59 86 85 (0.875, 3472)
59 ==> 93 86 85 (0.670788, 3472)
93 ==> 59 85 (0.923387, 3664)
59 ==> 93 85 (0.707883, 3664)
93 ==> 39 (0.836694, 3320)
93 ==> 39 36 (0.764113, 3032)
39 36 ==> 93 (0.665496, 3032)
93 ==> 39 36 90 (0.733871, 2912)
39 36 ==> 93 90 (0.639157, 2912)
93 ==> 39 36 90 85 (0.733871, 2912)
39 36 ==> 93 90 85 (0.639157, 2912)
93 ==> 39 36 85 (0.764113, 3032)
39 36 ==> 93 85 (0.665496, 3032)
93 ==> 39 90 (0.733871, 2912)
93 ==> 39 90 85 (0.733871, 2912)
93 ==> 39 34 (0.788306, 3128)
93 ==> 39 34 86 (0.788306, 3128)
93 ==> 39 34 86 85 (0.788306, 3128)
93 ==> 39 34 85 (0.788306, 3128)
93 ==> 39 86 (0.788306, 3128)
93 ==> 39 86 85 (0.788306, 3128)
93 ==> 39 85 (0.836694, 3320)
93 ==> 36 (0.877016, 3480)
93 ==> 36 90 (0.846774, 3360)
93 ==> 36 90 34 (0.798387, 3168)
93 ==> 36 90 34 86 (0.798387, 3168)
93 ==> 36 90 34 86 85 (0.798387, 3168)
93 ==> 36 90 34 85 (0.798387, 3168)
93 ==> 36 90 86 (0.798387, 3168)
93 ==> 36 90 86 85 (0.798387, 3168)
93 ==> 36 90 85 (0.846774, 3360)
93 ==> 36 34 (0.828629, 3288)
93 ==> 36 34 86 (0.828629, 3288)
93 ==> 36 34 86 85 (0.828629, 3288)
93 ==> 36 34 85 (0.828629, 3288)
93 ==> 36 86 (0.828629, 3288)
93 ==> 36 86 85 (0.828629, 3288)
93 ==> 36 85 (0.877016, 3480)
93 ==> 90 (0.897177, 3560)
93 ==> 90 34 (0.84879, 3368)
93 ==> 90 34 86 (0.84879, 3368)
93 ==> 90 34 86 85 (0.84879, 3368)
93 ==> 90 34 85 (0.84879, 3368)
93 ==> 90 86 (0.84879, 3368)
93 ==> 90 86 85 (0.84879, 3368)
93 ==> 90 85 (0.897177, 3560)
93 ==> 34 (0.951613, 3776)
93 ==> 34 86 (0.951613, 3776)
93 ==> 34 86 85 (0.951613, 3776)
93 ==> 34 85 (0.951613, 3776)
93 ==> 86 (0.951613, 3776)
93 ==> 86 85 (0.951613, 3776)
93 ==> 85 (1, 3968)
110 ==> 36 (0.952475, 3848)
110 ==> 36 90 (0.930693, 3760)
110 ==> 36 90 34 (0.906931, 3664)
110 ==> 36 90 34 86 (0.906931, 3664)
110 ==> 36 90 34 86 85 (0.906931, 3664)
110 ==> 36 90 34 85 (0.906931, 3664)
110 ==> 36 90 86 (0.906931, 3664)
110 ==> 36 90 86 85 (0.906931, 3664)
110 ==> 36 90 85 (0.930693, 3760)
110 ==> 36 34 (0.928713, 3752)
110 ==> 36 34 86 (0.928713, 3752)
110 ==> 36 34 86 85 (0.928713, 3752)
110 ==> 36 34 85 (0.928713, 3752)
110 ==> 36 86 (0.928713, 3752)
110 ==> 36 86 85 (0.928713, 3752)
110 ==> 36 85 (0.952475, 3848)
110 ==> 90 (0.978218, 3952)
110 ==> 90 34 (0.954455, 3856)
110 ==> 90 34 86 (0.954455, 3856)
110 ==> 90 34 86 85 (0.954455, 3856)
110 ==> 90 34 85 (0.954455, 3856)
110 ==> 90 86 (0.954455, 3856)
110 ==> 90 86 85 (0.954455, 3856)
110 ==> 90 85 (0.978218, 3952)
110 ==> 34 (0.976238, 3944)
110 ==> 34 86 (0.976238, 3944)
110 ==> 34 86 85 (0.976238, 3944)
110 ==> 34 85 (0.976238, 3944)
110 ==> 86 (0.976238, 3944)
110 ==> 86 85 (0.976238, 3944)
110 ==> 85 (1, 4040)
2 ==> 63 (0.807985, 3400)
63 ==> 2 (0.688817, 3400)
2 ==> 63 59 (0.742395, 3124)
63 ==> 2 59 (0.632901, 3124)
59 ==> 2 63 (0.603555, 3124)
2 ==> 63 59 39 (0.693916, 2920)
63 59 ==> 2 39 (0.702599, 2920)
63 39 ==> 2 59 (0.858824, 2920)
59 39 ==> 2 63 (0.812918, 2920)
2 ==> 63 59 39 85 (0.693916, 2920)
63 59 ==> 2 39 85 (0.702599, 2920)
63 39 ==> 2 59 85 (0.858824, 2920)
59 39 ==> 2 63 85 (0.812918, 2920)
2 ==> 63 59 34 (0.696768, 2932)
63 59 ==> 2 34 (0.705486, 2932)
63 34 ==> 2 59 (0.618044, 2932)
2 ==> 63 59 34 86 (0.696768, 2932)
63 59 ==> 2 34 86 (0.705486, 2932)
63 34 ==> 2 59 86 (0.618044, 2932)
63 86 ==> 2 59 34 (0.618044, 2932)
2 ==> 63 59 34 86 85 (0.696768, 2932)
63 59 ==> 2 34 86 85 (0.705486, 2932)
63 34 ==> 2 59 86 85 (0.618044, 2932)
63 86 ==> 2 59 34 85 (0.618044, 2932)
2 ==> 63 59 34 85 (0.696768, 2932)
63 59 ==> 2 34 85 (0.705486, 2932)
63 34 ==> 2 59 85 (0.618044, 2932)
2 ==> 63 59 86 (0.696768, 2932)
63 59 ==> 2 86 (0.705486, 2932)
63 86 ==> 2 59 (0.618044, 2932)
2 ==> 63 59 86 85 (0.696768, 2932)
63 59 ==> 2 86 85 (0.705486, 2932)
63 86 ==> 2 59 85 (0.618044, 2932)
2 ==> 63 59 85 (0.742395, 3124)
63 ==> 2 59 85 (0.632901, 3124)
59 ==> 2 63 85 (0.603555, 3124)
2 ==> 63 39 (0.756654, 3184)
63 ==> 2 39 (0.645057, 3184)
2 ==> 63 39 34 (0.711027, 2992)
63 ==> 2 39 34 (0.606159, 2992)
2 ==> 63 39 34 86 (0.711027, 2992)
63 ==> 2 39 34 86 (0.606159, 2992)
2 ==> 63 39 34 86 85 (0.711027, 2992)
63 ==> 2 39 34 86 85 (0.606159, 2992)
2 ==> 63 39 34 85 (0.711027, 2992)
63 ==> 2 39 34 85 (0.606159, 2992)
2 ==> 63 39 86 (0.711027, 2992)
63 ==> 2 39 86 (0.606159, 2992)
2 ==> 63 39 86 85 (0.711027, 2992)
63 ==> 2 39 86 85 (0.606159, 2992)
2 ==> 63 39 85 (0.756654, 3184)
63 ==> 2 39 85 (0.645057, 3184)
2 ==> 63 90 (0.720532, 3032)
63 ==> 2 90 (0.614263, 3032)
2 ==> 63 90 85 (0.720532, 3032)
63 ==> 2 90 85 (0.614263, 3032)
2 ==> 63 34 (0.762357, 3208)
63 ==> 2 34 (0.649919, 3208)
2 ==> 63 34 86 (0.762357, 3208)
63 ==> 2 34 86 (0.649919, 3208)
2 ==> 63 34 86 85 (0.762357, 3208)
63 ==> 2 34 86 85 (0.649919, 3208)
2 ==> 63 34 85 (0.762357, 3208)
63 ==> 2 34 85 (0.649919, 3208)
2 ==> 63 86 (0.762357, 3208)
63 ==> 2 86 (0.649919, 3208)
2 ==> 63 86 85 (0.762357, 3208)
63 ==> 2 86 85 (0.649919, 3208)
2 ==> 63 85 (0.807985, 3400)
63 ==> 2 85 (0.688817, 3400)
2 ==> 59 (0.865019, 3640)
59 ==> 2 (0.703246, 3640)
2 ==> 59 39 (0.802281, 3376)
59 ==> 2 39 (0.652241, 3376)
39 ==> 2 59 (0.601568, 3376)
2 ==> 59 39 36 (0.676806, 2848)
59 39 ==> 2 36 (0.792873, 2848)
59 36 ==> 2 39 (0.643761, 2848)
39 36 ==> 2 59 (0.62511, 2848)
2 ==> 59 39 36 85 (0.676806, 2848)
59 39 ==> 2 36 85 (0.792873, 2848)
59 36 ==> 2 39 85 (0.643761, 2848)
39 36 ==> 2 59 85 (0.62511, 2848)
2 ==> 59 39 90 (0.714829, 3008)
59 39 ==> 2 90 (0.837416, 3008)
59 90 ==> 2 39 (0.635135, 3008)
39 90 ==> 2 59 (0.604502, 3008)
2 ==> 59 39 90 85 (0.714829, 3008)
59 39 ==> 2 90 85 (0.837416, 3008)
59 90 ==> 2 39 85 (0.635135, 3008)
39 90 ==> 2 59 85 (0.604502, 3008)
2 ==> 59 39 34 (0.756654, 3184)
59 ==> 2 39 34 (0.615147, 3184)
2 ==> 59 39 34 86 (0.756654, 3184)
59 ==> 2 39 34 86 (0.615147, 3184)
2 ==> 59 39 34 86 85 (0.756654, 3184)
59 ==> 2 39 34 86 85 (0.615147, 3184)
2 ==> 59 39 34 85 (0.756654, 3184)
59 ==> 2 39 34 85 (0.615147, 3184)
2 ==> 59 39 86 (0.756654, 3184)
59 ==> 2 39 86 (0.615147, 3184)
2 ==> 59 39 86 85 (0.756654, 3184)
59 ==> 2 39 86 85 (0.615147, 3184)
2 ==> 59 39 85 (0.802281, 3376)
59 ==> 2 39 85 (0.652241, 3376)
39 ==> 2 59 85 (0.601568, 3376)
2 ==> 59 36 (0.711027, 2992)
59 36 ==> 2 (0.676311, 2992)
2 ==> 59 36 85 (0.711027, 2992)
59 36 ==> 2 85 (0.676311, 2992)
2 ==> 59 90 (0.777567, 3272)
59 ==> 2 90 (0.632148, 3272)
2 ==> 59 90 34 (0.731939, 3080)
59 90 ==> 2 34 (0.650338, 3080)
59 34 ==> 2 90 (0.617978, 3080)
2 ==> 59 90 34 86 (0.731939, 3080)
59 90 ==> 2 34 86 (0.650338, 3080)
59 34 ==> 2 90 86 (0.617978, 3080)
59 86 ==> 2 90 34 (0.617978, 3080)
2 ==> 59 90 34 86 85 (0.731939, 3080)
59 90 ==> 2 34 86 85 (0.650338, 3080)
59 34 ==> 2 90 86 85 (0.617978, 3080)
59 86 ==> 2 90 34 85 (0.617978, 3080)
2 ==> 59 90 34 85 (0.731939, 3080)
59 90 ==> 2 34 85 (0.650338, 3080)
59 34 ==> 2 90 85 (0.617978, 3080)
2 ==> 59 90 86 (0.731939, 3080)
59 90 ==> 2 86 (0.650338, 3080)
59 86 ==> 2 90 (0.617978, 3080)
2 ==> 59 90 86 85 (0.731939, 3080)
59 90 ==> 2 86 85 (0.650338, 3080)
59 86 ==> 2 90 85 (0.617978, 3080)
2 ==> 59 90 85 (0.777567, 3272)
59 ==> 2 90 85 (0.632148, 3272)
2 ==> 59 34 (0.819392, 3448)
59 ==> 2 34 (0.666151, 3448)
2 ==> 59 34 86 (0.819392, 3448)
59 ==> 2 34 86 (0.666151, 3448)
2 ==> 59 34 86 85 (0.819392, 3448)
59 ==> 2 34 86 85 (0.666151, 3448)
2 ==> 59 34 85 (0.819392, 3448)
59 ==> 2 34 85 (0.666151, 3448)
2 ==> 59 86 (0.819392, 3448)
59 ==> 2 86 (0.666151, 3448)
2 ==> 59 86 85 (0.819392, 3448)
59 ==> 2 86 85 (0.666151, 3448)
2 ==> 59 85 (0.865019, 3640)
59 ==> 2 85 (0.703246, 3640)
2 ==> 39 (0.931559, 3920)
39 ==> 2 (0.698503, 3920)
2 ==> 39 36 (0.680608, 2864)
39 36 ==> 2 (0.628622, 2864)
2 ==> 39 36 85 (0.680608, 2864)
39 36 ==> 2 85 (0.628622, 2864)
2 ==> 39 90 (0.806084, 3392)
39 ==> 2 90 (0.604419, 3392)
2 ==> 39 90 34 (0.760456, 3200)
39 90 ==> 2 34 (0.643087, 3200)
2 ==> 39 90 34 86 (0.760456, 3200)
39 90 ==> 2 34 86 (0.643087, 3200)
2 ==> 39 90 34 86 85 (0.760456, 3200)
39 90 ==> 2 34 86 85 (0.643087, 3200)
2 ==> 39 90 34 85 (0.760456, 3200)
39 90 ==> 2 34 85 (0.643087, 3200)
2 ==> 39 90 86 (0.760456, 3200)
39 90 ==> 2 86 (0.643087, 3200)
2 ==> 39 90 86 85 (0.760456, 3200)
39 90 ==> 2 86 85 (0.643087, 3200)
2 ==> 39 90 85 (0.806084, 3392)
39 ==> 2 90 85 (0.604419, 3392)
2 ==> 39 34 (0.885932, 3728)
39 ==> 2 34 (0.664291, 3728)
2 ==> 39 34 86 (0.885932, 3728)
39 ==> 2 34 86 (0.664291, 3728)
2 ==> 39 34 86 85 (0.885932, 3728)
39 ==> 2 34 86 85 (0.664291, 3728)
2 ==> 39 34 85 (0.885932, 3728)
39 ==> 2 34 85 (0.664291, 3728)
2 ==> 39 86 (0.885932, 3728)
39 ==> 2 86 (0.664291, 3728)
2 ==> 39 86 85 (0.885932, 3728)
39 ==> 2 86 85 (0.664291, 3728)
2 ==> 39 85 (0.931559, 3920)
39 ==> 2 85 (0.698503, 3920)
2 ==> 36 (0.714829, 3008)
2 ==> 36 85 (0.714829, 3008)
2 ==> 90 (0.874525, 3680)
2 ==> 90 34 (0.828897, 3488)
2 ==> 90 34 86 (0.828897, 3488)
2 ==> 90 34 86 85 (0.828897, 3488)
2 ==> 90 34 85 (0.828897, 3488)
2 ==> 90 86 (0.828897, 3488)
2 ==> 90 86 85 (0.828897, 3488)
2 ==> 90 85 (0.874525, 3680)
2 ==> 34 (0.954373, 4016)
2 ==> 34 86 (0.954373, 4016)
2 ==> 34 86 85 (0.954373, 4016)
2 ==> 34 85 (0.954373, 4016)
2 ==> 86 (0.954373, 4016)
2 ==> 86 85 (0.954373, 4016)
2 ==> 85 (1, 4208)
76 ==> 67 (0.80292, 3520)
67 ==> 76 (0.78853, 3520)
76 ==> 67 90 (0.702555, 3080)
67 ==> 76 90 (0.689964, 3080)
76 ==> 67 90 34 (0.702555, 3080)
67 ==> 76 90 34 (0.689964, 3080)
76 ==> 67 90 34 86 (0.702555, 3080)
67 ==> 76 90 34 86 (0.689964, 3080)
76 ==> 67 90 34 86 85 (0.702555, 3080)
67 ==> 76 90 34 86 85 (0.689964, 3080)
76 ==> 67 90 34 85 (0.702555, 3080)
67 ==> 76 90 34 85 (0.689964, 3080)
76 ==> 67 90 86 (0.702555, 3080)
67 ==> 76 90 86 (0.689964, 3080)
76 ==> 67 90 86 85 (0.702555, 3080)
67 ==> 76 90 86 85 (0.689964, 3080)
76 ==> 67 90 85 (0.702555, 3080)
67 ==> 76 90 85 (0.689964, 3080)
76 ==> 67 34 (0.80292, 3520)
67 ==> 76 34 (0.78853, 3520)
76 ==> 67 34 86 (0.80292, 3520)
67 ==> 76 34 86 (0.78853, 3520)
76 ==> 67 34 86 85 (0.80292, 3520)
67 ==> 76 34 86 85 (0.78853, 3520)
76 ==> 67 34 85 (0.80292, 3520)
67 ==> 76 34 85 (0.78853, 3520)
76 ==> 67 86 (0.80292, 3520)
67 ==> 76 86 (0.78853, 3520)
76 ==> 67 86 85 (0.80292, 3520)
67 ==> 76 86 85 (0.78853, 3520)
76 ==> 67 85 (0.80292, 3520)
67 ==> 76 85 (0.78853, 3520)
76 ==> 63 (0.693431, 3040)
63 ==> 76 (0.615883, 3040)
76 ==> 63 34 (0.693431, 3040)
63 ==> 76 34 (0.615883, 3040)
76 ==> 63 34 86 (0.693431, 3040)
63 ==> 76 34 86 (0.615883, 3040)
76 ==> 63 34 86 85 (0.693431, 3040)
63 ==> 76 34 86 85 (0.615883, 3040)
76 ==> 63 34 85 (0.693431, 3040)
63 ==> 76 34 85 (0.615883, 3040)
76 ==> 63 86 (0.693431, 3040)
63 ==> 76 86 (0.615883, 3040)
76 ==> 63 86 85 (0.693431, 3040)
63 ==> 76 86 85 (0.615883, 3040)
76 ==> 63 85 (0.693431, 3040)
63 ==> 76 85 (0.615883, 3040)
76 ==> 59 (0.748175, 3280)
59 ==> 76 (0.633694, 3280)
76 ==> 59 90 (0.669708, 2936)
59 90 ==> 76 (0.619932, 2936)
76 ==> 59 90 34 (0.669708, 2936)
59 90 ==> 76 34 (0.619932, 2936)
76 ==> 59 90 34 86 (0.669708, 2936)
59 90 ==> 76 34 86 (0.619932, 2936)
76 ==> 59 90 34 86 85 (0.669708, 2936)
59 90 ==> 76 34 86 85 (0.619932, 2936)
76 ==> 59 90 34 85 (0.669708, 2936)
59 90 ==> 76 34 85 (0.619932, 2936)
76 ==> 59 90 86 (0.669708, 2936)
59 90 ==> 76 86 (0.619932, 2936)
76 ==> 59 90 86 85 (0.669708, 2936)
59 90 ==> 76 86 85 (0.619932, 2936)
76 ==> 59 90 85 (0.669708, 2936)
59 90 ==> 76 85 (0.619932, 2936)
76 ==> 59 34 (0.748175, 3280)
59 ==> 76 34 (0.633694, 3280)
76 ==> 59 34 86 (0.748175, 3280)
59 ==> 76 34 86 (0.633694, 3280)
76 ==> 59 34 86 85 (0.748175, 3280)
59 ==> 76 34 86 85 (0.633694, 3280)
76 ==> 59 34 85 (0.748175, 3280)
59 ==> 76 34 85 (0.633694, 3280)
76 ==> 59 86 (0.748175, 3280)
59 ==> 76 86 (0.633694, 3280)
76 ==> 59 86 85 (0.748175, 3280)
59 ==> 76 86 85 (0.633694, 3280)
76 ==> 59 85 (0.748175, 3280)
59 ==> 76 85 (0.633694, 3280)
76 ==> 36 (0.713504, 3128)
76 ==> 36 90 (0.667883, 2928)
76 ==> 36 90 34 (0.667883, 2928)
76 ==> 36 90 34 86 (0.667883, 2928)
76 ==> 36 90 34 86 85 (0.667883, 2928)
76 ==> 36 90 34 85 (0.667883, 2928)
76 ==> 36 90 86 (0.667883, 2928)
76 ==> 36 90 86 85 (0.667883, 2928)
76 ==> 36 90 85 (0.667883, 2928)
76 ==> 36 34 (0.713504, 3128)
76 ==> 36 34 86 (0.713504, 3128)
76 ==> 36 34 86 85 (0.713504, 3128)
76 ==> 36 34 85 (0.713504, 3128)
76 ==> 36 86 (0.713504, 3128)
76 ==> 36 86 85 (0.713504, 3128)
76 ==> 36 85 (0.713504, 3128)
76 ==> 90 (0.888686, 3896)
76 ==> 90 34 (0.888686, 3896)
76 ==> 90 34 86 (0.888686, 3896)
76 ==> 90 34 86 85 (0.888686, 3896)
76 ==> 90 34 85 (0.888686, 3896)
76 ==> 90 86 (0.888686, 3896)
76 ==> 90 86 85 (0.888686, 3896)
76 ==> 90 85 (0.888686, 3896)
76 ==> 34 (1, 4384)
76 ==> 34 86 (1, 4384)
76 ==> 34 86 85 (1, 4384)
76 ==> 34 85 (1, 4384)
76 ==> 86 (1, 4384)
76 ==> 86 85 (1, 4384)
76 ==> 85 (1, 4384)
67 ==> 63 (0.68638, 3064)
63 ==> 67 (0.620746, 3064)
67 ==> 63 34 (0.68638, 3064)
63 ==> 67 34 (0.620746, 3064)
67 ==> 63 34 86 (0.68638, 3064)
63 ==> 67 34 86 (0.620746, 3064)
67 ==> 63 34 86 85 (0.68638, 3064)
63 ==> 67 34 86 85 (0.620746, 3064)
67 ==> 63 34 85 (0.68638, 3064)
63 ==> 67 34 85 (0.620746, 3064)
67 ==> 63 86 (0.68638, 3064)
63 ==> 67 86 (0.620746, 3064)
67 ==> 63 86 85 (0.68638, 3064)
63 ==> 67 86 85 (0.620746, 3064)
67 ==> 63 85 (0.68638, 3064)
63 ==> 67 85 (0.620746, 3064)
67 ==> 59 (0.740143, 3304)
59 ==> 67 (0.638331, 3304)
67 ==> 59 90 (0.663082, 2960)
59 90 ==> 67 (0.625, 2960)
67 ==> 59 90 34 (0.663082, 2960)
59 90 ==> 67 34 (0.625, 2960)
67 ==> 59 90 34 86 (0.663082, 2960)
59 90 ==> 67 34 86 (0.625, 2960)
67 ==> 59 90 34 86 85 (0.663082, 2960)
59 90 ==> 67 34 86 85 (0.625, 2960)
67 ==> 59 90 34 85 (0.663082, 2960)
59 90 ==> 67 34 85 (0.625, 2960)
67 ==> 59 90 86 (0.663082, 2960)
59 90 ==> 67 86 (0.625, 2960)
67 ==> 59 90 86 85 (0.663082, 2960)
59 90 ==> 67 86 85 (0.625, 2960)
67 ==> 59 90 85 (0.663082, 2960)
59 90 ==> 67 85 (0.625, 2960)
67 ==> 59 34 (0.740143, 3304)
59 ==> 67 34 (0.638331, 3304)
67 ==> 59 34 86 (0.740143, 3304)
59 ==> 67 34 86 (0.638331, 3304)
67 ==> 59 34 86 85 (0.740143, 3304)
59 ==> 67 34 86 85 (0.638331, 3304)
67 ==> 59 34 85 (0.740143, 3304)
59 ==> 67 34 85 (0.638331, 3304)
67 ==> 59 86 (0.740143, 3304)
59 ==> 67 86 (0.638331, 3304)
67 ==> 59 86 85 (0.740143, 3304)
59 ==> 67 86 85 (0.638331, 3304)
67 ==> 59 85 (0.740143, 3304)
59 ==> 67 85 (0.638331, 3304)
67 ==> 36 (0.707885, 3160)
67 ==> 36 90 (0.663082, 2960)
67 ==> 36 90 34 (0.663082, 2960)
67 ==> 36 90 34 86 (0.663082, 2960)
67 ==> 36 90 34 86 85 (0.663082, 2960)
67 ==> 36 90 34 85 (0.663082, 2960)
67 ==> 36 90 86 (0.663082, 2960)
67 ==> 36 90 86 85 (0.663082, 2960)
67 ==> 36 90 85 (0.663082, 2960)
67 ==> 36 34 (0.707885, 3160)
67 ==> 36 34 86 (0.707885, 3160)
67 ==> 36 34 86 85 (0.707885, 3160)
67 ==> 36 34 85 (0.707885, 3160)
67 ==> 36 86 (0.707885, 3160)
67 ==> 36 86 85 (0.707885, 3160)
67 ==> 36 85 (0.707885, 3160)
67 ==> 90 (0.890681, 3976)
67 ==> 90 34 (0.890681, 3976)
67 ==> 90 34 86 (0.890681, 3976)
67 ==> 90 34 86 85 (0.890681, 3976)
67 ==> 90 34 85 (0.890681, 3976)
67 ==> 90 86 (0.890681, 3976)
67 ==> 90 86 85 (0.890681, 3976)
67 ==> 90 85 (0.890681, 3976)
67 ==> 34 (1, 4464)
67 ==> 34 86 (1, 4464)
67 ==> 34 86 85 (1, 4464)
67 ==> 34 85 (1, 4464)
67 ==> 86 (1, 4464)
67 ==> 86 85 (1, 4464)
67 ==> 85 (1, 4464)
53 ==> 63 (0.697917, 3216)
63 ==> 53 (0.65154, 3216)
53 ==> 63 90 (0.697917, 3216)
63 ==> 53 90 (0.65154, 3216)
53 ==> 63 90 34 (0.697917, 3216)
63 ==> 53 90 34 (0.65154, 3216)
53 ==> 63 90 34 86 (0.697917, 3216)
63 ==> 53 90 34 86 (0.65154, 3216)
53 ==> 63 90 34 86 85 (0.697917, 3216)
63 ==> 53 90 34 86 85 (0.65154, 3216)
53 ==> 63 90 34 85 (0.697917, 3216)
63 ==> 53 90 34 85 (0.65154, 3216)
53 ==> 63 90 86 (0.697917, 3216)
63 ==> 53 90 86 (0.65154, 3216)
53 ==> 63 90 86 85 (0.697917, 3216)
63 ==> 53 90 86 85 (0.65154, 3216)
53 ==> 63 90 85 (0.697917, 3216)
63 ==> 53 90 85 (0.65154, 3216)
53 ==> 63 34 (0.697917, 3216)
63 ==> 53 34 (0.65154, 3216)
53 ==> 63 34 86 (0.697917, 3216)
63 ==> 53 34 86 (0.65154, 3216)
53 ==> 63 34 86 85 (0.697917, 3216)
63 ==> 53 34 86 85 (0.65154, 3216)
53 ==> 63 34 85 (0.697917, 3216)
63 ==> 53 34 85 (0.65154, 3216)
53 ==> 63 86 (0.697917, 3216)
63 ==> 53 86 (0.65154, 3216)
53 ==> 63 86 85 (0.697917, 3216)
63 ==> 53 86 85 (0.65154, 3216)
53 ==> 63 85 (0.697917, 3216)
63 ==> 53 85 (0.65154, 3216)
53 ==> 59 (0.697917, 3216)
59 ==> 53 (0.621329, 3216)
53 ==> 59 90 (0.697917, 3216)
59 ==> 53 90 (0.621329, 3216)
53 ==> 59 90 34 (0.697917, 3216)
59 ==> 53 90 34 (0.621329, 3216)
53 ==> 59 90 34 86 (0.697917, 3216)
59 ==> 53 90 34 86 (0.621329, 3216)
53 ==> 59 90 34 86 85 (0.697917, 3216)
59 ==> 53 90 34 86 85 (0.621329, 3216)
53 ==> 59 90 34 85 (0.697917, 3216)
59 ==> 53 90 34 85 (0.621329, 3216)
53 ==> 59 90 86 (0.697917, 3216)
59 ==> 53 90 86 (0.621329, 3216)
53 ==> 59 90 86 85 (0.697917, 3216)
59 ==> 53 90 86 85 (0.621329, 3216)
53 ==> 59 90 85 (0.697917, 3216)
59 ==> 53 90 85 (0.621329, 3216)
53 ==> 59 34 (0.697917, 3216)
59 ==> 53 34 (0.621329, 3216)
53 ==> 59 34 86 (0.697917, 3216)
59 ==> 53 34 86 (0.621329, 3216)
53 ==> 59 34 86 85 (0.697917, 3216)
59 ==> 53 34 86 85 (0.621329, 3216)
53 ==> 59 34 85 (0.697917, 3216)
59 ==> 53 34 85 (0.621329, 3216)
53 ==> 59 86 (0.697917, 3216)
59 ==> 53 86 (0.621329, 3216)
53 ==> 59 86 85 (0.697917, 3216)
59 ==> 53 86 85 (0.621329, 3216)
53 ==> 59 85 (0.697917, 3216)
59 ==> 53 85 (0.621329, 3216)
53 ==> 36 (0.8125, 3744)
53 ==> 36 90 (0.8125, 3744)
53 ==> 36 90 34 (0.8125, 3744)
53 ==> 36 90 34 86 (0.8125, 3744)
53 ==> 36 90 34 86 85 (0.8125, 3744)
53 ==> 36 90 34 85 (0.8125, 3744)
53 ==> 36 90 86 (0.8125, 3744)
53 ==> 36 90 86 85 (0.8125, 3744)
53 ==> 36 90 85 (0.8125, 3744)
53 ==> 36 34 (0.8125, 3744)
53 ==> 36 34 86 (0.8125, 3744)
53 ==> 36 34 86 85 (0.8125, 3744)
53 ==> 36 34 85 (0.8125, 3744)
53 ==> 36 86 (0.8125, 3744)
53 ==> 36 86 85 (0.8125, 3744)
53 ==> 36 85 (0.8125, 3744)
53 ==> 90 (1, 4608)
90 ==> 53 (0.615385, 4608)
53 ==> 90 34 (1, 4608)
90 ==> 53 34 (0.615385, 4608)
53 ==> 90 34 86 (1, 4608)
90 ==> 53 34 86 (0.615385, 4608)
53 ==> 90 34 86 85 (1, 4608)
90 ==> 53 34 86 85 (0.615385, 4608)
53 ==> 90 34 85 (1, 4608)
90 ==> 53 34 85 (0.615385, 4608)
53 ==> 90 86 (1, 4608)
90 ==> 53 86 (0.615385, 4608)
53 ==> 90 86 85 (1, 4608)
90 ==> 53 86 85 (0.615385, 4608)
53 ==> 90 85 (1, 4608)
90 ==> 53 85 (0.615385, 4608)
53 ==> 34 (1, 4608)
53 ==> 34 86 (1, 4608)
53 ==> 34 86 85 (1, 4608)
53 ==> 34 85 (1, 4608)
53 ==> 86 (1, 4608)
53 ==> 86 85 (1, 4608)
53 ==> 85 (1, 4608)
24 ==> 36 (0.745577, 3540)
24 ==> 36 90 (0.734625, 3488)
24 ==> 36 90 34 (0.694187, 3296)
24 ==> 36 90 34 86 (0.694187, 3296)
24 ==> 36 90 34 86 85 (0.694187, 3296)
24 ==> 36 90 34 85 (0.694187, 3296)
24 ==> 36 90 86 (0.694187, 3296)
24 ==> 36 90 86 85 (0.694187, 3296)
24 ==> 36 90 85 (0.734625, 3488)
24 ==> 36 34 (0.701348, 3330)
24 ==> 36 34 86 (0.701348, 3330)
24 ==> 36 34 86 85 (0.701348, 3330)
24 ==> 36 34 85 (0.701348, 3330)
24 ==> 36 86 (0.705139, 3348)
24 ==> 36 86 85 (0.705139, 3348)
24 ==> 36 85 (0.745577, 3540)
24 ==> 90 (0.928391, 4408)
24 ==> 90 34 (0.887953, 4216)
24 ==> 90 34 86 (0.886268, 4208)
24 ==> 90 34 86 85 (0.886268, 4208)
24 ==> 90 34 85 (0.887953, 4216)
